,PassengerId
3622,7900_01
3623,7906_01
3624,7909_01
3625,7909_02
3626,7911_01
3627,7912_01
3628,7915_01
3629,7915_02
3630,7915_03
3631,7917_01
3632,7921_01
3633,7921_02
3634,7923_01
3635,7925_01
3636,7927_01
3637,7927_02
3638,7927_03
3639,7928_01
3640,7931_01
3641,7932_01
3642,7933_01
3643,7934_01
3644,7934_02
3645,7934_03
3646,7938_01
3647,7942_01
3648,7942_02
3649,7948_01
3650,7951_01
3651,7953_01
3652,7956_01
3653,7959_01
3654,7961_01
3655,7963_01
3656,7963_02
3657,7963_03
3658,7964_01
3659,7965_01
3660,7966_01
3661,7969_01
3662,7971_01
3663,7971_02
3664,7975_01
3665,7977_01
3666,7978_01
3667,7978_02
3668,7979_01
3669,7980_01
3670,7991_01
3671,7991_02
3672,7991_03
3673,7991_04
3674,7992_01
3675,7997_01
3676,7998_01
3677,7998_02
3678,7998_03
3679,7998_04
3680,8001_01
3681,8002_01
3682,8008_01
3683,8009_01
3684,8011_01
3685,8013_01
3686,8017_01
3687,8022_01
3688,8028_01
3689,8033_01
3690,8039_01
3691,8039_02
3692,8040_01
3693,8041_01
3694,8041_02
3695,8044_01
3696,8045_01
3697,8047_01
3698,8048_01
3699,8051_01
3700,8051_02
3701,8061_01
3702,8061_02
3703,8062_01
3704,8065_01
3705,8070_01
3706,8073_01
3707,8074_01
3708,8080_01
3709,8090_01
3710,8093_01
3711,8095_01
3712,8096_01
3713,8099_01
3714,8100_01
3715,8101_01
3716,8104_01
3717,8109_01
3718,8110_01
3719,8111_01
3720,8113_01
3721,8113_02
3722,8113_03
3723,8113_04
3724,8114_01
3725,8125_01
3726,8125_02
3727,8126_01
3728,8127_01
3729,8132_01
3730,8134_01
3731,8142_01
3732,8145_01
3733,8146_01
3734,8151_01
3735,8154_01
3736,8155_01
3737,8160_01
3738,8163_01
3739,8166_01
3740,8169_01
3741,8170_01
3742,8172_01
3743,8174_01
3744,8179_01
3745,8180_01
3746,8181_01
3747,8181_02
3748,8181_03
3749,8183_01
3750,8184_01
3751,8185_01
3752,8187_01
3753,8188_01
3754,8193_01
3755,8195_01
3756,8196_01
3757,8196_02
3758,8198_01
3759,8201_01
3760,8206_01
3761,8215_01
3762,8223_01
3763,8228_01
3764,8230_01
3765,8234_01
3766,8236_01
3767,8240_01
3768,8241_01
3769,8245_01
3770,8245_02
3771,8246_01
3772,8249_01
3773,8250_01
3774,8253_01
3775,8256_01
3776,8258_01
3777,8262_01
3778,8263_01
3779,8269_01
3780,8274_01
3781,8278_01
3782,8283_01
3783,8284_01
3784,8284_02
3785,8285_01
3786,8286_01
3787,8290_01
3788,8293_01
3789,8296_01
3790,8299_01
3791,8304_01
3792,8304_02
3793,8304_03
3794,8305_01
3795,8305_02
3796,8305_03
3797,8308_01
3798,8309_01
3799,8311_01
3800,8312_01
3801,8325_01
3802,8325_02
3803,8327_01
3804,8331_01
3805,8337_01
3806,8340_01
3807,8340_02
3808,8340_03
3809,8347_01
3810,8349_01
3811,8350_01
3812,8351_01
3813,8352_01
3814,8353_01
3815,8355_01
3816,8357_01
3817,8357_02
3818,8358_01
3819,8359_01
3820,8361_01
3821,8361_02
3822,8361_03
3823,8361_04
3824,8361_05
3825,8364_01
3826,8367_01
3827,8370_01
3828,8370_02
3829,8372_01
3830,8385_01
3831,8385_02
3832,8385_03
3833,8387_01
3834,8389_01
3835,8391_01
3836,8396_01
3837,8399_01
3838,8400_01
3839,8400_02
3840,8400_03
3841,8402_01
3842,8402_02
3843,8402_03
3844,8408_01
3845,8408_02
3846,8412_01
3847,8413_01
3848,8415_01
3849,8417_01
3850,8422_01
3851,8424_01
3852,8425_01
3853,8425_02
3854,8426_01
3855,8426_02
3856,8428_01
3857,8434_01
3858,8435_01
3859,8436_01
3860,8439_01
3861,8440_01
3862,8440_02
3863,8440_03
3864,8443_01
3865,8443_02
3866,8445_01
3867,8445_02
3868,8445_03
3869,8446_01
3870,8450_01
3871,8450_02
3872,8450_03
3873,8453_01
3874,8455_01
3875,8461_01
3876,8464_01
3877,8464_02
3878,8473_01
3879,8473_02
3880,8478_01
3881,8478_02
3882,8484_01
3883,8485_01
3884,8488_01
3885,8490_01
3886,8496_01
3887,8497_01
3888,8498_01
3889,8499_01
3890,8501_01
3891,8505_01
3892,8507_01
3893,8510_01
3894,8510_02
3895,8513_01
3896,8515_01
3897,8517_01
3898,8517_02
3899,8518_01
3900,8519_01
3901,8520_01
3902,8520_02
3903,8525_01
3904,8525_02
3905,8526_01
3906,8526_02
3907,8527_01
3908,8529_01
3909,8531_01
3910,8532_01
3911,8533_01
3912,8534_01
3913,8534_02
3914,8534_03
3915,8534_04
3916,8538_01
3917,8543_01
3918,8543_02
3919,8543_03
3920,8543_04
3921,8543_05
3922,8543_06
3923,8543_07
3924,8543_08
3925,8546_01
3926,8547_01
3927,8550_01
3928,8553_01
3929,8555_01
3930,8555_02
3931,8555_03
3932,8558_01
3933,8562_01
3934,8563_01
3935,8564_01
3936,8565_01
3937,8565_02
3938,8565_03
3939,8567_01
3940,8567_02
3941,8567_03
3942,8568_01
3943,8568_02
3944,8575_01
3945,8576_01
3946,8578_01
3947,8579_01
3948,8582_01
3949,8583_01
3950,8583_02
3951,8590_01
3952,8591_01
3953,8593_01
3954,8600_01
3955,8601_01
3956,8608_01
3957,8621_01
3958,8622_01
3959,8625_01
3960,8627_01
3961,8630_01
3962,8632_01
3963,8632_02
3964,8647_01
3965,8648_01
3966,8648_02
3967,8648_03
3968,8649_01
3969,8651_01
3970,8652_01
3971,8655_01
3972,8660_01
3973,8662_01
3974,8665_01
3975,8666_01
3976,8676_01
3977,8677_01
3978,8677_02
3979,8677_03
3980,8678_01
3981,8678_02
3982,8679_01
3983,8682_01
3984,8686_01
3985,8689_01
3986,8690_01
3987,8690_02
3988,8692_01
3989,8692_02
3990,8692_03
3991,8697_01
3992,8698_01
3993,8699_01
3994,8702_01
3995,8705_01
3996,8706_01
3997,8707_01
3998,8711_01
3999,8713_01
4000,8713_02
4001,8715_01
4002,8718_01
4003,8724_01
4004,8725_01
4005,8726_01
4006,8730_01
4007,8731_01
4008,8737_01
4009,8738_01
4010,8739_01
4011,8740_01
4012,8742_01
4013,8745_01
4014,8746_01
4015,8747_01
4016,8747_02
4017,8748_01
4018,8748_02
4019,8756_01
4020,8758_01
4021,8758_02
4022,8761_01
4023,8763_01
4024,8763_02
4025,8763_03
4026,8765_01
4027,8767_01
4028,8767_02
4029,8768_01
4030,8768_02
4031,8768_03
4032,8775_01
4033,8777_01
4034,8778_01
4035,8778_02
4036,8784_01
4037,8788_01
4038,8792_01
4039,8793_01
4040,8793_02
4041,8793_03
4042,8793_04
4043,8793_05
4044,8795_01
4045,8800_01
4046,8800_02
4047,8800_03
4048,8800_04
4049,8800_05
4050,8803_01
4051,8804_01
4052,8804_02
4053,8804_03
4054,8804_04
4055,8804_05
4056,8810_01
4057,8814_01
4058,8829_01
4059,8832_01
4060,8837_01
4061,8839_01
4062,8839_02
4063,8846_01
4064,8846_02
4065,8847_01
4066,8851_01
4067,8855_01
4068,8857_01
4069,8859_01
4070,8866_01
4071,8870_01
4072,8870_02
4073,8873_01
4074,8873_02
4075,8873_03
4076,8875_01
4077,8875_02
4078,8875_03
4079,8877_01
4080,8877_02
4081,8879_01
4082,8882_01
4083,8887_01
4084,8888_01
4085,8893_01
4086,8893_02
4087,8895_01
4088,8895_02
4089,8898_01
4090,8908_01
4091,8909_01
4092,8911_01
4093,8912_01
4094,8913_01
4095,8913_02
4096,8913_03
4097,8914_01
4098,8915_01
4099,8916_01
4100,8917_01
4101,8921_01
4102,8924_01
4103,8925_01
4104,8925_02
4105,8925_03
4106,8925_04
4107,8925_05
4108,8925_06
4109,8927_01
4110,8929_01
4111,8931_01
4112,8933_01
4113,8934_01
4114,8935_01
4115,8936_01
4116,8943_01
4117,8946_01
4118,8949_01
4119,8950_01
4120,8951_01
4121,8952_01
4122,8953_01
4123,8957_01
4124,8958_01
4125,8960_01
4126,8960_02
4127,8960_03
4128,8962_01
4129,8963_01
4130,8965_01
4131,8971_01
4132,8974_01
4133,8979_01
4134,8980_01
4135,8980_02
4136,8980_03
4137,8980_04
4138,8980_05
4139,8980_06
4140,8980_07
4141,8984_01
4142,8990_01
4143,8991_01
4144,8994_01
4145,8994_02
4146,8995_01
4147,9000_01
4148,9002_01
4149,9005_01
4150,9016_01
4151,9016_02
4152,9016_03
4153,9016_04
4154,9016_05
4155,9017_01
4156,9022_01
4157,9022_02
4158,9022_03
4159,9025_01
4160,9025_02
4161,9027_01
4162,9033_01
4163,9039_01
4164,9040_01
4165,9044_01
4166,9045_01
4167,9045_02
4168,9047_01
4169,9050_01
4170,9051_01
4171,9053_01
4172,9053_02
4173,9054_01
4174,9055_01
4175,9056_01
4176,9058_01
4177,9062_01
4178,9062_02
4179,9063_01
4180,9065_01
4181,9067_01
4182,9067_02
4183,9070_01
4184,9070_02
4185,9082_01
4186,9083_01
4187,9083_02
4188,9086_01
4189,9086_02
4190,9087_01
4191,9088_01
4192,9090_01
4193,9091_01
4194,9092_01
4195,9093_01
4196,9095_01
4197,9096_01
4198,9096_02
4199,9100_01
4200,9102_01
4201,9105_01
4202,9109_01
4203,9113_01
4204,9117_01
4205,9121_01
4206,9123_01
4207,9133_01
4208,9135_01
4209,9138_01
4210,9143_01
4211,9143_02
4212,9143_03
4213,9146_01
4214,9146_02
4215,9146_03
4216,9147_01
4217,9153_01
4218,9154_01
4219,9155_01
4220,9155_02
4221,9155_03
4222,9155_04
4223,9162_01
4224,9162_02
4225,9162_03
4226,9166_01
4227,9171_01
4228,9177_01
4229,9177_02
4230,9182_01
4231,9187_01
4232,9187_02
4233,9191_01
4234,9198_01
4235,9200_01
4236,9204_01
4237,9206_01
4238,9206_02
4239,9206_03
4240,9207_01
4241,9209_01
4242,9210_01
4243,9212_01
4244,9212_02
4245,9214_01
4246,9215_01
4247,9216_01
4248,9223_01
4249,9223_02
4250,9228_01
4251,9229_01
4252,9232_01
4253,9236_01
4254,9238_01
4255,9238_02
4256,9238_03
4257,9238_04
4258,9238_05
4259,9238_06
4260,9238_07
4261,9240_01
4262,9243_01
4263,9245_01
4264,9249_01
4265,9255_01
4266,9258_01
4267,9260_01
4268,9262_01
4269,9263_01
4270,9265_01
4271,9266_01
4272,9266_02
4273,9269_01
4274,9271_01
4275,9273_01
4276,9277_01
Transported,[1 0 1 ... 1 1 1]
